402653447;0;340039024;56.5;1;646375120;32.6;2;387032768;34.6;3;522880548;26.5;4;662473335;24.4;5;324951115;24.4;6;721975853;28.5;7;401224306;28.5;8;923859535;32.6;9;024197175;24.4;10;675273265;28.5;11;737796079;26.5;12;256262789;30.6;
662473335;13;522880548;32.5;14;646375120;24.4;15;387032768;16.6;16;256262789;48.3;17;212225568;14.6;18;023465439;13.4;19;721975853;13.4;20;401224306;14.6;
387032768;21;923859535;40.2;29;646375120;26.5;43;522880548;16.6;39;721975853;18.0;44;401224306;19.4;45;675273265;23.6;46;256262789;34.7;47;737796079;22.2;
721975853;37;522880548;27.9;31;646375120;28.5;25;923859535;17.0;38;675273265;17.7;40;256262789;28.3;41;401224306;8.5;42;737796079;9.2;
646375120;22;923859535;51.0;30;522880548;26.5;32;212225568;24.4;33;401224306;24.4;34;675273265;26.5;35;737796079;28.5;36;256262789;32.6;
256262789;23;923859535;34.1;56;737796079;14.2;55;522880548;32.5;57;401224306;17.5;51;324951115;22.7;58;023465439;12.9;59;024197175;9.7;60;224393897;7.9;61;675273265;5.3;
401224306;24;923859535;18.7;54;522880548;15.1;50;324951115;12.8;62;737796079;14.5;63;675273265;7.8;
324951115;48;024197175;16.8;49;023465439;14.8;52;737796079;12.8;
923859535;26;737796079;18.3;27;023465439;10.4;28;675273265;6.6;
522880548;53;023465439;13.9;
737796079;64;675273265;6.5;
